"","text","emotion","polarity"
"607","the only person more annoying than craig is arturo from money heist i would punch them in the face whenever i see them","anger","negative"
"608","would never get tired of talking about hyoyeons vocals i mean yall hear her the high note tho my heart stopped beating…","anger","negative"
"609","would never get tired of talking about hyoyeons vocals i mean yall hear her the high note tho my heart stopped beating…","anger","negative"
"610","would never get tired of talking about hyoyeons vocals i mean yall hear her the high note tho my heart stopped beating…","anger","negative"
"611","would never get tired of talking about hyoyeons vocals i mean yall hear her the high note tho my heart stopped beating…","anger","negative"
"612","…","unknown","positive"
"613","would never get tired of talking about hyoyeons vocals i mean yall hear her the high note tho my heart stopped beating…","anger","negative"
"614","she will allocate more money for the military industrial complex and for…","unknown","neutral"
"615","tell us something we didnt know the biggest heist of public money is in progress being perpetrated by the very peop…","unknown","positive"
"616","would never get tired of talking about hyoyeons vocals i mean yall hear her the high note tho my heart stoppe…","anger","negative"
"617","money heist","unknown","positive"
"618","commissionedfor a kirishima in a red jumpsuitmoney heist outfit same outfit for the ongoing actor au fic im d…","unknown","positive"
"619","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"620","money heist <U+0001F92F><U+0001F9DC><U+200D><U+2642><U+FE0F><U+0001F62D><U+0001F607><U+0001F60D>

obstraction<U+0001F3C3><U+200D><U+2642><U+FE0F><ed><U+00A0><U+00BD>um heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"621","sherlock money heist peaky blinders","unknown","positive"
"622","riverdale fav
umbrella academy
money heist
stranger things","unknown","negative"
"623","commissionedfor a kirishima in a red jumpsuitmoney heist outfit same outfit for the ongoing actor au fic im d…","unknown","positive"
"624","money heist aipoindha","unknown","positive"
"625","money heist ghana version 
professor helps namplan the biggest heist in the history of ghana 
will nam get away w…","sadness","neutral"
"626","professor from money heist is watching yall with his team<U+0001F602>est heist in the history of ghana 
will nam get away w…","sadness","neutral"
"627","ah kelvyn boybah eno be dis guy wey dey steal steal song <U+0001F602><U+0001F937><U+200D><U+2642><U+FE0F><U+0001F602> if he be montory of ghana 
will nam get away w…","fear","negative"
"628","money heist theory alicias water breaks the professor helps deliver the baby in the safe house and alicia become…","unknown","positive"
"629","hello everyone this weeks gta online event week is dubble money on stunt races dubble xp on the dimomd casino heist…","unknown","neutral"
"630","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>the dimomd casino heist…","fear","positive"
"631","dirty money maple syrup heist on netflix for more","unknown","negative"
"632","just two of them<U+0001F602>
narcos and money heistt on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>the dimomd casino heist…","fear","positive"
"633","bankers are very rude they always think they have make it because they are counting peoples money hmm i laugh","unknown","negative"
"634","web series to watch
 game of thrones
 vikings
 money heist
 dark 
 peaky blinders
 the witcher
 chernobyl
…","sadness","negative"
"635","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"636","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"637","money heist ghana version 
professor helps namplan the biggest heist in the history of ghana 
will nam get away w…","sadness","neutral"
"638","professor this isnt my heist but its my plan because nam used to give me shito at adisco 

nairobi but profes…","unknown","positive"
"639","anyways money heist is really addictive","unknown","positive"
"640","money heist ghana version 
professor helps namplan the biggest heist in the history of ghana 
will nam get awa…","sadness","neutral"
"641","william dalrymple is very taken by money heist  samaa","unknown","positive"
"642","peaky blinders atoo money heist","unknown","positive"
"643","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"644","this sounds like money heist why like rhymer is the professor and abix is the crew","joy","positive"
"645","dark
mindhunter
stranger things
money heist","sadness","negative"
"646","money heist","unknown","positive"
"647","money heist exists
le arturo roman","unknown","positive"
"648","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>een night the eve of her…","fear","positive"
"649","this anonymous stuff is giving me major money heist vibes
we about to sing bella ciao inweeks","unknown","negative"
"650","money heist newmusic music rap rapper femcee indie artist barz ig hard rawtalent single hit …","joy","negative"
"651","indian playersmoney heist version <U+0001F499>

follow this thread <ed><U+00A0><U+00BD>barz ig hard rawtalent single hit …","unknown","negative"
"652","very very very taken with money heist best netflix show for a looong while","unknown","neutral"
"653","peaky blinders gtgtgt money heist","unknown","positive"
"654","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"655","bottom right gives me money heist vibesi’ll take it","unknown","positive"
"656","money heist","unknown","positive"
"657","maybe i should check out this money heist","unknown","positive"
"658","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>een night the eve of her…","fear","positive"
"659","omg did hyo and cheetah wear money heist masks","unknown","positive"
"660","ohh hyoyeon x cheetah team wearing money heist masks for their performance","unknown","positive"
"661","money heist","unknown","positive"
"662","money heist","unknown","positive"
"663","just got done with episodeof money heist only onand i have to say im really liking that denver guy <U+0001F923> the eve of her…","joy","positive"
"664","should i watch money heist","unknown","negative"
"665","show me the money <U+0001F4B8> moneyheistney heist only onand i have to say im really liking that denver guy <U+0001F923> the eve of her…","joy","neutral"
"666","gandia and tokyo from money heist<U+0001F602>heist only onand i have to say im really liking that denver guy <U+0001F923> the eve of her…","joy","positive"
"667","tell us something we didnt know the biggest heist of public money is in progress being perpetrated by the very peop…","unknown","positive"
"668","all togetherampcollab is here



thisiskelham islandlife kelhamis…","unknown","positive"
"669","money heist","unknown","positive"
"670","money heist","unknown","positive"
"671","money heist","unknown","positive"
"672","someone tell me why i didn’t watch money heist before now that i’ve binged watched it i don’t want it to end","unknown","neutral"
"673","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>t want it to end","fear","positive"
"674","her omg i love your accent say money heist

me","joy","positive"
"675","finally done <U+0001F600>
el professor from money heist instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>t want it to end","fear","positive"
"676","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"677","commissionedfor a kirishima in a red jumpsuitmoney heist outfit same outfit for the ongoing actor au fic im d…","unknown","positive"
"678","money heist bagus nderr<U+0001F62D>ma in a red jumpsuitmoney heist outfit same outfit for the ongoing actor au fic im d…","unknown","positive"
"679","spoiler alert
in seasonof money heist tokyo revealed that all his gang members died in one of the biggest heist of her life","fear","positive"
"680","money heist","unknown","positive"
"681","money heist","unknown","positive"
"682","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>actor au fic im d…","fear","positive"
"683","money heist or friends behirkesaal","unknown","positive"
"684","y’all saidwas gonna be a movie<U+0001F480> ya bro world war zhome alone the hunger games extra terrestrial black mirror…","anger","negative"
"685","money heist or friends behirkesaal","unknown","positive"
"686","major money heist vibes","unknown","positive"
"687","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"688","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"689","indian playersmoney heist version <U+0001F499>

follow this thread <ed><U+00A0><U+00BD>s an amateur thief broke on halloween night the eve of her…","unknown","negative"
"690","someone plz convince me that buying a money heist mask is a bad idea","sadness","negative"
"691","bro it was originally made in german but was dubbed in english just like money heist…","anger","positive"
"692","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>een night the eve of her…","fear","positive"
"693","nvm money heist namn","unknown","positive"
"694","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"695","money heist","unknown","positive"
"696","money heist awesome series here are my answers

 a alzheimers diseases
 c sergio
 b miner
…","unknown","positive"
"697","i love the wayraquel murillo bundles her hair with a pencil its artistic

moneyheist","joy","positive"
"698","parthow well do you know money heist take the quiz and find out 











moneyheist lecasadepapel …","unknown","positive"
"699","money heist awesome series here are my answers

 a alzheimers diseases
 c sergio
 b miner
…","unknown","positive"
"700","dark
mind hunters
stranger things
money heist","sadness","negative"
"701","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>adepapel …","fear","positive"
"702","money heist perfect","unknown","positive"
"703","<U+0001F3B6><U+0001F3AD> bella ciao <U+0001F3AD><U+0001F3B6>

check out the money heist masks and many more only in the link hesha <ed><U+00A0><U+00BD>adepapel …","unknown","positive"
"704","how well do you know money heist take the quiz and find out part 
 
moneyheist lecasadepapel moneyheistfans mon…","unknown","positive"
"705","money heist best show on netflix look it up","unknown","neutral"
"706","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"707","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"708","anne with an e
stranger thing
elite
money heist","unknown","negative"
"709","money heist","unknown","positive"
"710","prison break thestranger things shooter sex education money heist breaking bad","sadness","negative"
"711","stranger things sex edu money heist samareasons why","unknown","neutral"
"712","because you watch money heist","unknown","negative"
"713","netflix has confirmedafter nairobisexit alex nderitu will feature in money heistas nyeri","unknown","positive"
"714","i just added money heist to my library tvtime","unknown","positive"
"715","i recommend money heist on netflix <U+0001F929>ed museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","neutral"
"716","money heist s pleasee","unknown","positive"
"717","evergreen epicclassic <U+0001F60D><U+0001F60D><U+0001F60E><U+0001F60E>

ippo thaan money heist 
bhagyaraj appove appadi <ed><U+00A0><U+00BD>e on halloween night the eve of her…","unknown","positive"
"718","money heist or friends behirkesaal","unknown","positive"
"719","money heist or friends behirkesaal","unknown","positive"
"720","i havent watched a single episode of money heist will society accept me","unknown","positive"
"721","dear northerners
show them we are not jobless we dont do money heist we are not using fake university result we are r…","unknown","negative"
"722","money heist or friends behirkesaal","unknown","positive"
"723","baadshah ajnabee yeah sab type movie hamare bachpan mai money heist tha","unknown","negative"
"724","i already saw yall on money heist ok","unknown","positive"
"725","money heist or friends behirkesaal","unknown","positive"
"726","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"727","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"728","bit of you’ll never walk alone in money heist lovely stuff","joy","neutral"
"729","twitter recommended money heist and knives out loved those tell me what to watch next","unknown","neutral"
"730","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"731","since she cant defend the money heist at nhis mama don mute","unknown","positive"
"732","christian was sent to money heist to recover not in switzerland","unknown","positive"
"733","this epic scene gtgtgtgtgt money heist <U+0001F602><U+0001F602><U+0001F602>not in switzerland","anger","positive"
"734","sounds like what the professor in money heist would say","joy","positive"
"735","money heist the professor has been caught lol <U+0001F631><ed><U+00A0><U+00BD>in switzerland","unknown","positive"
"736","anonymous i know you thought about either money heist or professor when you saw this <U+0001F602>alloween night the eve of her…","unknown","positive"
"737","money heist fans right now<U+0001F62D> about either money heist or professor when you saw this <U+0001F602>alloween night the eve of her…","unknown","positive"
"738","if youre unable to donate watch this video it showcases black art and all ad revenue will be donated if youre i…","unknown","negative"
"739","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"740","evergreen epicclassic <U+0001F60D><U+0001F60D><U+0001F60E><U+0001F60E>

ippo thaan money heist 
bhagyaraj appove appadi <ed><U+00A0><U+00BD>e on halloween night the eve of her…","unknown","positive"
"741","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"742","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"743","show me the money <U+0001F4B8> moneyheist botched museum heist leaves an amateur thief broke on halloween night the eve of her…","unknown","negative"
"744","unpopular opinions check<U+0001F422>
part •
 online school is better than regular school
 pineapple on pizza is awesome
…f her…","unknown","neutral"
"745","ninth house x the hazel wood

a botched museum heist leaves an amateur thief broke on halloween night the eve of…","unknown","negative"
"746","show me the money <U+0001F4B8> moneyheist botched museum heist leaves an amateur thief broke on halloween night the eve of…","unknown","negative"
"747","all togetherampcollab is here



thisiskelham islandlife kelhamis…","unknown","positive"
"748","my day be like nairobi for money heist","joy","positive"
"749","indian playersmoney heist version <U+0001F499>

follow this thread <ed><U+00A0><U+00BD>elhamis…","unknown","positive"
"750","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>een night the eve of…","fear","positive"
"751","nike custommade money heist and wizkid now available in stock <U+0001F60D><U+0001F45F><U+0001F50C>

sizesavailable
priceeach

dm or whe eve of…","unknown","negative"
"752","money heist<U+0001F60C>de money heist and wizkid now available in stock <U+0001F60D><U+0001F45F><U+0001F50C>

sizesavailable
priceeach

dm or whe eve of…","unknown","negative"
"753","lasaca de papel is one of the most watched series in the world to all lasaca fans we got you coverd get money heis…","sadness","neutral"
"754","indian playersmoney heist version <U+0001F499>

follow this thread <ed><U+00A0><U+00BD>orld to all lasaca fans we got you coverd get money heis…","sadness","negative"
"755","spongebob squarepants gtgtgtgtgtgtgtmoney heist","unknown","positive"
"756","daredevil 
money heist 
prison break 
you","unknown","negative"
"757","he look like gandia of money heist","joy","positive"
"758","beautiful artwork <U+0001F44F><U+0001F44F><U+0001F44F>

professormoney heist 
walter whitebreaking bad
thomas shelbypeaky blinders 
michael scofiel","sadness","neutral"
"759","indian playersmoney heist version <U+0001F499>

follow this thread <ed><U+00A0><U+00BD>tebreaking bad
thomas shelbypeaky blinders 
michael scofiel","sadness","negative"
"760","so they’re thieves on a heist and they’re after a large sum of money i think i know how we will call this show <U+0001F60F><U+0001F60F>el","unknown","neutral"
"761","so my parents just finished bingewatching money heist and i asked them abt their favourite character and they said it was berlin","unknown","positive"
"762","professor and rachaelmoney heist","unknown","positive"
"763","this is literally money heist<U+0001F633><U+0001F441><ed><U+00A0><U+00BD>they’re after a large sum of money i think i know how we will call this show <U+0001F60F><U+0001F60F>el","unknown","neutral"
"764","money heist all american on my block you blood and water messiah and ozark","unknown","negative"
"765","money heist sounds so meh why couldnt theyve called it paper house like its actually called <U+0001F480>l call this show <U+0001F60F><U+0001F60F>el","joy","negative"
"766","also lcdp has so much meaning behind it but money heist is so basic","unknown","positive"
"767","ive just watched episode se of money heist lacasadepapeltvtime","unknown","positive"
"768","money heist riverdalereason why the end of the fcking world","unknown","positive"
"769","sex edu money heist you","unknown","positive"
"770","kingdom amp money heist","unknown","positive"
"771","ooh go watch money heist bitch","unknown","negative"
"772","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD><U+0001F480>l call this show <U+0001F60F><U+0001F60F>el","fear","neutral"
"773","mcdonald’s in bed with b watching money heist what dreams r made off <U+0001F929><U+0001F929><U+0001F929>etter thing sha <ed><U+00A0><U+00BD><U+0001F480>l call this show <U+0001F60F><U+0001F60F>el","anger","negative"
"774","just finished partof money heist this fucking show is the greatest im actually smiling so hard so so hardi…","unknown","neutral"
"775","have i just seenin money heistdelightful surprise <U+0001F44C>s the greatest im actually smiling so hard so so hardi…","surprise","positive"
"776","money heist vibes <U+0001F636>oney heistdelightful surprise <U+0001F44C>s the greatest im actually smiling so hard so so hardi…","surprise","positive"
"777","money heist","unknown","positive"
"778","scaaaammmmm

money heist 
geneva edition

exclusively on netflix","unknown","positive"
"779","gomorrah gt money heist","unknown","positive"
"780","watch money heist","unknown","negative"
"781","<U+0001F3A5> money heistbes <U+0001F636>oney heistdelightful surprise <U+0001F44C>s the greatest im actually smiling so hard so so hardi…","surprise","positive"
"782","commissionedfor a kirishima in a red jumpsuitmoney heist outfit same outfit for the ongoing actor au fic im d…","unknown","positive"
"783","<U+0001F3A5> money heistr a kirishima in a red jumpsuitmoney heist outfit same outfit for the ongoing actor au fic im d…","unknown","positive"
"784","karna money heist","unknown","positive"
"785","oooo happy birthday to reo<U+0001F389> always happy seeing you on the tl cant wait to talk boiseu amp money heis…c im d…","joy","positive"
"786","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>money heis…c im d…","fear","positive"
"787","i’ve just finished the nd season of money heist on netflix really was enjoyable and would recommend for anyone lo…","unknown","positive"
"788","this girl looks like nairobi from money heist","joy","positive"
"789","just finished seasonof money heisttokyo died too early <U+0001F62A>x really was enjoyable and would recommend for anyone lo…","unknown","positive"
"790","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>commend for anyone lo…","fear","positive"
"791","i’m telling you this is the kind of shit that makes me want to do some v for vendetta robin hood money heist abolishioni…","joy","neutral"
"792","money heist is overrated buy the fact sell the rumor","unknown","negative"
"793","i havent watched money heistbreaking badany marvel movie kya karlijiyega","surprise","positive"
"794","looool i dont think theres anyone in our country who wanna fuck up with reserve bank<U+0001F602><U+0001F602><U+0001F602><U+0001F602>those thin heist abolishioni…","unknown","positive"
"795","ive just watched episode se of money heist lacasadepapeltvtime","unknown","positive"
"796","i’m watching money heist again and arturo better be fucking dead by episodeof part","unknown","neutral"
"797","scream is decent lucifiermoney heistriverdale you brooklyn nine nineanimal kingdom are all really good","joy","neutral"
"798","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>those thin heist abolishioni…","fear","positive"
"799","first pic gandia money heist <U+0001F624><ed><U+00A0><U+00BD>oney heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>those thin heist abolishioni…","joy","positive"
"800","money heist","unknown","positive"
"801","money heist is godly","unknown","positive"
"802","money heist","unknown","positive"
"803","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>those thin heist abolishioni…","fear","positive"
"804","if money heist was shot in ikorodu<U+0001F1F3><U+0001F1EC> <U+0001F602><U+2764><U+FE0F>pls retweet until 
sees thiske better thing sha <ed><U+00A0><U+00BD>those thin heist abolishioni…","fear","positive"
"805","keadrive
dear twitter i have a confusion to make

i havent watched money heist <U+0001F614><U+0001F614>
<ed><U+00A0><U+00BD>g sha <ed><U+00A0><U+00BD>those thin heist abolishioni…","fear","neutral"
"806","fuck it i give in
im watching money heist only on<U+26A1>","unknown","positive"
"807","money heist","unknown","positive"
"808","of the people who has seen money heist have bella ciao on their playlist <U+0001F974>ist <U+0001F614><U+0001F614>
<ed><U+00A0><U+00BD>g sha <ed><U+00A0><U+00BD>those thin heist abolishioni…","fear","positive"
"809","money heist","unknown","positive"
"810","the uttermost ascetic person of our country doesnt want to divulge how much has he got in his bowl verily its a money heist","unknown","positive"
"811","tell us something we didnt know the biggest heist of public money is in progress being perpetrated by the very peop…","unknown","positive"
"812","ready for takeoff <U+0001F680>
here are today’s topshows

betaal
space force
money heist
dark
the king eternal monarch
friend…","sadness","negative"
"813","money heist and prison break","unknown","negative"
"814","you’re a fraud that’s why we can’t see your taxes because before this money heist of which you we…","unknown","negative"
"815","i havent seen a single episode of money heist and allah ka karma hay main abhi tak zinda hu","unknown","positive"
"816","no money for donatinghere’s a thread of youtube videos you can watch to donate to the blm movement <U+2661>","unknown","negative"
"817","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>vement <U+2661>","fear","positive"
"818","those who robbed pavillion definitely watched money heist <U+0001F602><U+0001F602><ed><U+00A0><U+00BD>arboy like better thing sha <ed><U+00A0><U+00BD>vement <U+2661>","fear","positive"
"819","just wanna watch money heist on netflixtbh","unknown","neutral"
"820","money heist","unknown","positive"
"821","money heist in progress
always loosing money to ghosts","unknown","positive"
"822","just finished seasonof money heisttokyo died too early <U+0001F62A> <U+0001F602><U+0001F602><ed><U+00A0><U+00BD>arboy like better thing sha <ed><U+00A0><U+00BD>vement <U+2661>","fear","positive"
"823","all togetherampcollab is here



thisiskelham islandlife…","unknown","positive"
"824","tell us something we didnt know the biggest heist of public money is in progress being perpetrated by the very peop…","unknown","positive"
"825","anyway im finally done watching money heist partmacam biasa lah lambat ikut train <U+0001F602>ng perpetrated by the very peop…","unknown","positive"
"826","they is give me strong money heist vibes but they are here for a different reason i love it <U+263A><U+FE0F>","joy","positive"
"827","my gosh marina even in money heist u a hoe","unknown","positive"
"828","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD><U+263A><U+FE0F>","fear","positive"
"829","money heist is my fav netflix show rn<U+263A><U+FE0F>","unknown","negative"
"830","asa is making me watch money heist <U+0001F633><U+263A><U+FE0F>","unknown","negative"
"831","mindhunter

stranger things

dark

money heist","sadness","negative"
"832","money heist","unknown","positive"
"833","money heist<U+0001F602> me watch money heist <U+0001F633><U+263A><U+FE0F>","unknown","negative"
"834","money heist","unknown","positive"
"835","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD><U+263A><U+FE0F>","fear","positive"
"836","due to this disgusting fact i will not be watching money heist anymore<U+0001F614><U+270B><ed><U+00A0><U+00BC>better thing sha <ed><U+00A0><U+00BD><U+263A><U+FE0F>","disgust","neutral"
"837","commissionedfor a kirishima in a red jumpsuitmoney heist outfit same outfit for the ongoing actor au fic im d…","unknown","positive"
"838","it’sam amp m supposed to be asleep because i have to be up atam uhh so looks like m jst gonna stay up and con…","joy","neutral"
"839","commissionedfor a kirishima in a red jumpsuitmoney heist outfit same outfit for the ongoing actor au fic im d…","unknown","positive"
"840","wait money heist people

seasonfinale is obviously meant to be the finale of the whole show

why are theremor…","unknown","negative"
"841","just finished seasonof money heisttokyo died too early <U+0001F62A>to be the finale of the whole show

why are theremor…","unknown","neutral"
"842","money heist should be cancelled in south africa","unknown","positive"
"843","just finished money heist why that savage had to do narobi like that man<U+0001F62A>of the whole show

why are theremor…","joy","neutral"
"844","lowkey this money heist is turning into some fucked up telemundo shit","unknown","positive"
"845","money heist should be cancelled in south africa","unknown","positive"
"846","pls i just want to watch money heist and hannibal but my physics homework isweeks overdue my historyweeks…","unknown","negative"
"847","commissionedfor a kirishima in a red jumpsuitmoney heist outfit same outfit for the ongoing actor au fic im d…","unknown","positive"
"848","money heist is so good","joy","positive"
"849","so the diamond casino heist has only x rp but not money","unknown","positive"
"850","money heist","unknown","positive"
"851","bccc ek bande nemoney heist ko despacito dhoom bol diya ffs <U+0001F62D><U+0001F62D><ed><U+00A0><U+00BD>ame outfit for the ongoing actor au fic im d…","unknown","positive"
"852","im late asf but why nobody told me money heist was good asf","joy","positive"
"853","theres something about money heist that seems weird to me for the most part theres a wellcrafted details and n…","unknown","negative"
"854","i know noone asked but heres a thread of series ive watched partially and completely both included how many do…","unknown","neutral"
"855","feels like money heist just keep printing cash","joy","positive"
"856","money heist","unknown","positive"
"857","wow money heist <U+0001F602> but heres a thread of series ive watched partially and completely both included how many do…","unknown","neutral"
"858","tell us something we didnt know the biggest heist of public money is in progress being perpetrated by the very peop…","unknown","positive"
"859","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>trated by the very peop…","fear","positive"
"860","not your regular kicks <U+0001F45F>

money heist fans here’s your chance to stan <U+0001F468><U+0001F3FB><U+200D><U+0001F3EB>


thing sha <ed><U+00A0><U+00BD>trated by the very peop…","fear","positive"
"861","money heists","unknown","positive"
"862","people help themselves to money after krugersdorp cashintransit heist","unknown","positive"
"863","watching money heist on my lunch break and this gandia guy is ruthless <U+0001F633><U+0001F633><U+0001F631><U+0001F631> 
thing sha <ed><U+00A0><U+00BD>trated by the very peop…","fear","negative"
"864","dead to me
good girls
money heist
blacklist
greenleaf
becoming","joy","neutral"
"865","if u watch money heist trump character exactly the same like arturo <U+0001F921> <U+0001F633><U+0001F633><U+0001F631><U+0001F631> 
thing sha <ed><U+00A0><U+00BD>trated by the very peop…","fear","neutral"
"866","just as every common pakistan has started watching ertugrul there is a severe sense of burning in…","unknown","neutral"
"867","money heist","unknown","positive"
"868","tell us something we didnt know the biggest heist of public money is in progress being perpetrated by the very peop…","unknown","positive"
"869","wizkid is following tokyo from money heist on instagram <U+0001F602> 

starboy like better thing sha <ed><U+00A0><U+00BD>trated by the very peop…","fear","positive"
"870","tell us something we didnt know the biggest heist of public money is in progress being perpetrated by the very peop…","unknown","positive"
"871","money heist","unknown","positive"
"872","money heist should be cancelled in south africa","unknown","positive"
"873","tell us something we didnt know the biggest heist of public money is in progress being perpetrated by the very peop…","unknown","positive"
"874","gee ya thinkmajor money launderinghe wanted carte blanche and d…","unknown","negative"
"875","i see that show money heist being promoted on netflix all the fucking time but i literally dont know a single pe…","unknown","neutral"
"876","me amp donte deadass have been watching money heist all night over the phone amp we on two whole separate episodes <U+0001F480>oni…","unknown","positive"
"877","money heist is so so overrated lol","unknown","positive"
"878","heyhere’s an idea for the next season of money heist","unknown","positive"
"879","money heist actors when they were kids<U+0001F60D>
who did you recognize firsthe phone amp we on two whole separate episodes <U+0001F480>oni…","unknown","positive"
"880","as a future damtoys gangsters kingdom release accessories
sun glasses
suit 
smoking cigarette
gloves amp…","unknown","positive"
"881","living in a real life money heist moment","unknown","positive"
"882","i need money heist season<U+0001F62D>rs kingdom release accessories
sun glasses
suit 
smoking cigarette
gloves amp…","unknown","neutral"
"883","tell us something we didnt know the biggest heist of public money is in progress being perpetrated by the very peop…","unknown","positive"
"884","tell us something we didnt know the biggest heist of public money is in progress being perpetrated by the very peop…","unknown","positive"
"885","tell us something we didnt know the biggest heist of public money is in progress being perpetrated by the very peop…","unknown","positive"
"886","money heist seasonpls penge copy","unknown","positive"
"887","tell us something we didnt know the biggest heist of public money is in progress being perpetrated by the very p…","unknown","positive"
"888","you lot just watched money heist innit","unknown","positive"
"889","i really wanna watch money heist but i am not in the mood to read subtitles <U+0001F611>ss being perpetrated by the very p…","unknown","negative"
"890","they prefer money heist and games of thrones
while i prefer to watch dirlis ertughrul <U+0001F49E>

best ever production by turks
welld… laws","joy","positive"
"891","dark
mind hunter
money heist
stranger things","sadness","negative"
"892","white mughals and city of djinns author william dalrymple is very taken with money heist on netflix

the historian…","unknown","positive"
"893","monisha beta money heist bolo ou exam fees sounds too middle class","unknown","positive"
"894","it like virtual money heist up here and im all for it","joy","positive"
"895","thesedudes be onof the best series on netlfix elite and money heistgotta stan","unknown","positive"
"896","money heist
the rest","unknown","positive"
"897","money heist","unknown","positive"
"898","money heist in kagiso","unknown","positive"
"899","stressed about coronavirus covid 
take a newsbreak
here is my st bingeworthy tv list
these arent your typica…","unknown","negative"
"900","money heist women are something else","unknown","positive"
"901","anonymous on some money heist shit","unknown","positive"
"902","commissionedfor a kirishima in a red jumpsuitmoney heist outfit same outfit for the ongoing actor au fic im d…","unknown","positive"
"903","netflix sensethe dark money heist orange is the new black sex education suits never have i ever narcos break…","sadness","neutral"
"904","well its la casa de papel money heist is the lamest name and for sure isnt the best tv show lol","unknown","positive"
"905","money heist i support your decision lakini breaking bad ni poa ikona buda ya malcom in the middle","sadness","neutral"
"906","money heist

what a show

episodeseasonastray is one of the best episodes of anything ive ever seen

i…","unknown","positive"
"907","tokyo rio denver and stockholm shooting at all of these cops 

this is money heist love island edition","joy","positive"
"908","breaking bad 
or 
money heist","sadness","negative"
"909","money heist <U+0001F602><ed><U+00A0><U+00BD>at a show

episodeseasonastray is one of the best episodes of anything ive ever seen

i…","unknown","positive"
"910","yall this is litterly a episode from money heist","unknown","positive"
"911","commissionedfor a kirishima in a red jumpsuitmoney heist outfit same outfit for the ongoing actor au fic im d…","unknown","positive"
"912","watch money heist","unknown","negative"
